task_id,domain,task_category,reference_subject,core_scenario,task_visual_requirement,strict_visual_rules,search_query,negative_prompt,evaluator_prompt
vsec_011,visual_security,rigid_body_kinematics_and_coupling,road train coupling system,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","road train coupling system forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_011. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: road train coupling system. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_012,visual_security,rigid_body_kinematics_and_coupling,articulated dump truck,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","articulated dump truck forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_012. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: articulated dump truck. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_013,visual_security,rigid_body_kinematics_and_coupling,forklift,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_013. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: forklift. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_014,visual_security,rigid_body_kinematics_and_coupling,heavy haul truck,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","heavy haul truck forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_014. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: heavy haul truck. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_015,visual_security,rigid_body_kinematics_and_coupling,road train coupling system,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","road train coupling system forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_015. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: road train coupling system. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_016,visual_security,rigid_body_kinematics_and_coupling,articulated dump truck,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","articulated dump truck forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_016. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: articulated dump truck. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_017,visual_security,rigid_body_kinematics_and_coupling,forklift,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_017. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: forklift. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_018,visual_security,rigid_body_kinematics_and_coupling,heavy haul truck,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","heavy haul truck forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_018. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: heavy haul truck. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_019,visual_security,rigid_body_kinematics_and_coupling,road train coupling system,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","road train coupling system forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_019. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: road train coupling system. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_020,visual_security,rigid_body_kinematics_and_coupling,articulated dump truck,forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force,"a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","articulated dump truck forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force industrial security monitoring, restricted access, PPE compliance, vehicle safety a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_020. Domain: visual_security. Task: rigid_body_kinematics_and_coupling. Scenario: forklift overspeed during a tight turn causing pallet cargo to slide outward under centrifugal force. Required subject: articulated dump truck. The image must show a clear rigid mechanism with visible joints, links, supports, wheels, load path, tool contact, or coupled industrial motion geometry. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_021,visual_security,topology_mutation_and_failure,formwork climbing system,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","formwork climbing system factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_021. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: formwork climbing system. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
